   0.615573    5.82705E-05
   0.650928   -3.97318E-05
   0.686284    5.82705E-05
   0.721639   -1.52312E-05
   0.756994    8.27715E-05
   0.792349    3.37701E-05
   0.827705    8.27715E-05
   0.863060    9.26945E-06
   0.898415    5.82705E-05
   0.933771    3.37701E-05
   0.969126    5.82705E-05
    1.00448    3.37701E-05
    1.03984    1.07272E-04
    1.07519    5.82705E-05
    1.11055    1.31772E-04
    1.14590    5.82705E-05
    1.18126    1.31772E-04
    1.21661    8.27715E-05
    1.25197    1.56273E-04
    1.28732    1.07272E-04
    1.32268    1.80773E-04
    1.35804    1.56273E-04
    1.39339    2.54276E-04
    1.42875    1.80773E-04
    1.46410    2.78776E-04
    1.49946    2.78776E-04
    1.53481    4.01279E-04
    1.57017    3.27777E-04
    1.60552    4.50280E-04
    1.64088    3.76779E-04
    1.67623    5.23780E-04
    1.71159    4.74781E-04
    1.74694    6.21785E-04
    1.78230    5.48285E-04
    1.81765    6.46285E-04
    1.85301    5.97285E-04
    1.88837    6.95285E-04
    1.92372    6.21785E-04
    1.95908    7.19785E-04
    1.99443    5.97285E-04
    2.02979    6.21785E-04
    2.06514    5.23780E-04
    2.10050    4.99282E-04
    2.13585    3.52278E-04
    2.17121    3.03277E-04
    2.20656    5.82705E-05
    2.24192   -6.42325E-05
    2.27727   -2.84738E-04
    2.31263   -4.31742E-04
    2.34798   -7.74750E-04
    2.38334   -9.70755E-04
    2.41870   -1.38727E-03
    2.45405   -1.58327E-03
    2.48941   -1.99978E-03
    2.52476   -2.24478E-03
    2.56012   -2.71030E-03
    2.59547   -3.00431E-03
    2.63083   -3.44531E-03
    2.66618   -3.66582E-03
    2.70154   -4.08234E-03
    2.73689   -4.25383E-03
    2.77225   -4.62135E-03
    2.80760   -4.74385E-03
    2.84296   -4.96435E-03
    2.87831   -4.93986E-03
    2.91367   -5.06235E-03
    2.94903   -4.89085E-03
    2.98438   -4.81735E-03
    3.01974   -4.42534E-03
    3.05509   -4.15584E-03
