    1.41107   -1.79721E-03
    1.44642   -2.33623E-03
    1.48178   -2.92425E-03
    1.51713   -3.58576E-03
    1.55249   -4.34528E-03
    1.58784   -5.00680E-03
    1.62320   -5.52130E-03
    1.65856   -6.06030E-03
    1.69391   -6.59935E-03
    1.72927   -7.06485E-03
    1.76462   -7.35885E-03
    1.79998   -7.43235E-03
    1.83533   -7.43235E-03
    1.87069   -7.30985E-03
    1.90604   -7.08935E-03
    1.94140   -6.47685E-03
    1.97675   -5.79080E-03
    2.01211   -4.90880E-03
    2.04746   -3.97777E-03
    2.08282   -2.77724E-03
    2.11817   -1.38071E-03
    2.15353    6.48305E-05
    2.18889    1.51037E-03
    2.22424    2.80890E-03
    2.25960    4.37694E-03
    2.29495    5.82245E-03
    2.33031    7.39050E-03
    2.36566    8.76255E-03
    2.40102    9.69355E-03
    2.43637    1.06001E-02
    2.47173    1.13841E-02
    2.50708    1.17516E-02
    2.54244    1.18497E-02
    2.57779    1.18741E-02
    2.61315    1.16781E-02
    2.64850    1.10656E-02
    2.68386    1.04776E-02
    2.71922    9.66905E-03
    2.75457    8.66455E-03
    2.78993    7.68450E-03
    2.82528    6.68000E-03
    2.86064    5.57745E-03
    2.89599    4.47494E-03
    2.93135    3.47042E-03
    2.96670    2.51489E-03
    3.00206    1.46137E-03
    3.03741    4.81341E-04
    3.07277   -4.49682E-04
    3.10812   -1.35620E-03
    3.14348   -2.31173E-03
    3.17883   -3.34075E-03
    3.21419   -4.27178E-03
    3.24955   -4.98229E-03
    3.28490   -5.71730E-03
    3.32026   -6.50135E-03
    3.35561   -7.21185E-03
    3.39097   -7.79985E-03
    3.42632   -8.26540E-03
    3.46168   -8.68190E-03
    3.49703   -9.09840E-03
    3.53239   -9.31890E-03
    3.56774   -9.41690E-03
    3.60310   -9.39240E-03
    3.63845   -9.31890E-03
    3.67381   -9.17190E-03
    3.70916   -9.07390E-03
    3.74452   -8.75540E-03
    3.77988   -8.33890E-03
    3.81523   -7.65285E-03
    3.85059   -6.94235E-03
    3.88594   -6.10930E-03
    3.92130   -5.20280E-03
    3.95665   -4.14927E-03
    3.99201   -3.12025E-03
    4.02736   -2.06672E-03
    4.06272   -1.03769E-03
    4.09807    1.87333E-04
    4.13343    1.33886E-03
    4.16878    2.34339E-03
    4.20414    3.24991E-03
    4.23950    4.25444E-03
    4.27485    5.20995E-03
    4.31021    5.99400E-03
    4.34556    6.80250E-03
    4.38092    7.75800E-03
    4.41627    8.44405E-03
    4.45163    9.10555E-03
    4.48698    9.62005E-03
    4.52234    1.01836E-02
    4.55769    1.05266E-02
    4.59305    1.06491E-02
    4.62840    1.06001E-02
